p_id,name,price,colour,brand,ratingCount,avg_rating
15972702,GRASS by Gitika Goyal Women Purple Cocoon Trousers,2399,Purple,GRASS by Gitika Goyal,,
17832736,AKKRITI BY PANTALOONS Women Black Striped Culottes Trousers,1299,Black,AKKRITI BY PANTALOONS,,
15972674,GRASS by Gitika Goyal Women Brown Culottes Trousers,2399,Brown,GRASS by Gitika Goyal,,
15926056,Modriba Women Olive Green Smart Slim Fit Peg Trousers,2199,Olive,Modriba,,
17214642,AKKRITI BY PANTALOONS Women Off White Floral Printed Pleated Culottes Trousers,1099,Off White,AKKRITI BY PANTALOONS,13,4.384615385
11412238,Melange by Lifestyle Women Gold-Toned Slim Fit Self Design Peg Trousers,799,Gold,Melange by Lifestyle,63,4.174603175
17411570,Jaipur Kurti Women Rust Straight Fit High-Rise Pleated Trousers,1949,Rust,Jaipur Kurti,10,4.4
16679446,W The Folksong Collection Women Brown Slim Fit Ethnic Trousers,2499,Brown,W,,
18834764,H&M Women Black Corduroy trousers,2299,Black,H&M,,
16531402,JC Mode Women Black Solid High-Rise Slash knee Trousers,1199,Black,JC Mode,,
15428176,Tokyo Talkies Women Blue Tapered Fit Trousers,1999,Blue,Tokyo Talkies,8,3.25
17164320,Smarty Pants Women Grey Satin Regular Fit Straight Leg Trousers,1599,Grey,Smarty Pants,,
18421114,J Style Women Black Slim Fit Pleated Trousers,1599,Black,J Style,,
15473916,People Women Pink Tapered Fit High-Rise Pleated Peg Trousers,1299,Pink,People,11,4.090909091
15911660,People Women Black High-Rise Culottes Trousers,1299,Black,People,,
17197774,Mast & Harbour Women Navy Blue Solid Pleated Trousers,2299,Navy Blue,Mast & Harbour,,
16858560,NEUDIS Women Black Comfort Flared Trousers,1799,Black,NEUDIS,6,4.166666667
18614154,FLAMBOYANT Women Maroon Pleated Trousers,2399,Maroon,FLAMBOYANT,,
17108606,DressBerry Women Purple Solid Wide Leg Bottom Trousers,1999,Purple,DressBerry,,
11430716,W Women Beige Slim Fit Solid Regular Cropped Trousers,1199,Beige,W,104,4.048076923
18769630,Trendyol Women Blue Wide Leg Fit High-Rise Trousers,2499,Blue,Trendyol,,
18336282,Shae by SASSAFRAS Women Olive Green  Mirror Lace Pencil Pants,1699,Olive,Shae by SASSAFRAS,,
13038932,STREET 9 Women Blue Regular Fit Solid Joggers,1999,Blue,STREET 9,51,4.156862745
10496658,Clora Creation Women White Regular Fit Solid Culottes,999,White,Clora Creation,15,4
15089148,Roadster Women Lavender Pleated Joggers,1599,Lavender,Roadster,22,3.772727273
10234537,W Women Navy Blue Regular Fit Solid Cropped Drop Crotch Trousers,2999,Navy Blue,W,26,4.307692308
16560248,AND Women Beige Straight Fit Easy Wash Pleated Trousers,2099,Beige,AND,,
17511746,SASSAFRAS Women Bright Fuchsia Solid Y2K Cargo Trousers,1799,Fuchsia,SASSAFRAS,,
18281976,GRACIT Women Pink Smart Skinny Fit Regular Trousers,1249,Pink,GRACIT,,
16560312,AND Women Blue Tapered Fit Trousers,2099,Blue,AND,,
10380849,Tokyo Talkies Women Green & White Regular Fit Striped Culottes,999,Green,Tokyo Talkies,9,3.777777778
17073034,Jaipur Kurti Women Navy Blue Straight Fit Cotton High-Rise Trousers,1949,Navy Blue,Jaipur Kurti,,
18972712,Zink London Women Brown Tapered Fit High-Rise Pleated Trousers,2599,Brown,Zink London,,
15822892,DeFacto Women Off White Joggers,1849,Off White,DeFacto,,
18278482,MUFFLY Women Pink Cotton Flex Trousers,1799,Pink,MUFFLY,,
11558114,HERE&NOW Women Mustard Yellow Regular Fit High-Rise Easy Wash Pleated Parallel Trousers,1799,Mustard,HERE&NOW,,
13334424,The Roadster Lifestyle Co Women Mauve Joggers,2799,Mauve,Roadster,64,3.890625
2403583,WISHFUL by W Women Coral Orange Regular Fit Self Design Parallel Trousers,2499,Coral,WISHFUL,11,3.636363636
18770066,Trendyol Women Blue High-Rise Cigarette Trousers,2199,Blue,Trendyol,,
17450738,Van Heusen Woman Women Black Flared Trousers,2299,Black,Van Heusen Woman,,
5803888,RARE Women Maroon & White Regular Fit Striped Trousers,1499,Maroon,RARE,78,4.08974359
11406686,RANGMANCH BY PANTALOONS Women Yellow Regular Fit Printed Culottes,899,Yellow,RANGMANCH BY PANTALOONS,11,4
12774620,Myshka Women Grey Regular Fit Solid Culottes,1399,Grey,Myshka,33,3.787878788
18099774,Aawari Women Black Relaxed High-Rise Trousers,1100,Black,Aawari,,
18769782,Trendyol Women Black Straight Fit Wide Leg High-Rise Trousers,2199,Black,Trendyol,,
18589186,PowerSutra Women Brown Slim Fit Trousers,2150,Brown,PowerSutra,,
14779232,MANGO Women Mustard Yellow & White Pure Cotton Ethnic Printed Trousers,3590,Mustard,MANGO,16,3.3125
18640790,Allen Solly Woman Women Maroon Pleated Trousers,2299,Maroon,Allen Solly Woman,,
15035232,MANGO Women Beige Knitted Solid Parallel Trousers,3590,Beige,MANGO,6,5
15035632,MANGO Women Yellow Solid Cotton Culottes,2990,Yellow,MANGO,,
11842540,RANGMANCH BY PANTALOONS Women Black & White Striped Regular Trousers,899,Black,RANGMANCH BY PANTALOONS,62,3.887096774
17326880,Ancestry Women Pink Regular Fit Pleated Chanderi Parallel Trousers,2990,Pink,Ancestry,,
17348528,Fabindia Women Red & Blue Floral Printed Regular Fit Trousers,1799,Red,Fabindia,,
18769818,Trendyol Women Sage Green Solid High-Rise Crop Cigarette Trousers,1999,Green,Trendyol,,
11011432,Mayra Women Navy Blue Regular Fit Solid Peg Trousers,1095,Navy Blue,Mayra,152,3.763157895
15165380,Tokyo Talkies Women Green Pleated Joggers Trousers,1299,Green,Tokyo Talkies,17,4.058823529
17437516,Vero Moda Women Lime Green Slim Fit High-Rise Trousers,3499,Green,Vero Moda,,
17817508,Trendyol Women Grey Waist Tie-Up Detailed Trousers,3099,Grey,Trendyol,2,3
15441240,Roadster Women Lavender Solid Joggers Trousers,2599,Lavender,Roadster,,
18311464,Libas Women Black Solid Straight Fit Pure Cotton Trousers,1699,Black,Libas,,
15441242,The Roadster Lifestyle Co Women Red Straight Fit High-Rise Peg Trousers,2699,Red,Roadster,,
16351938,Missguided Women Black Ribbed Oversized Fit Joggers,3490,Black,Missguided,,
17582568,20Dresses Plus Size Women Green Relaxed Straight Fit Laffer Twill Culottes Trousers,2295,Green,20Dresses,,
18867312,URBANIC Women Peach-Coloured Trousers,1590,Peach,URBANIC,,
18867406,URBANIC Women Khaki Trousers,1590,Khaki,URBANIC,,
19010128,Frempy Women Maroon Original Solid Crepe Culottes Trousers,1299,Maroon,Frempy,,
16396394,H&M Women Green Fine-Knit Joggers,1999,Green,H&M,,
17197750,Mast & Harbour Women Teal Blue & White Striped Trousers,2399,Teal,Mast & Harbour,,
15875548,Fabindia Women White Parallel Trousers,1990,White,Fabindia,,
17197760,Mast & Harbour Women Rust Orange Solid Trousers,2699,Rust,Mast & Harbour,,
9686441,RIVI Women White Regular Fit Solid Regular Trousers,2350,White,RIVI,22,3.954545455
9686425,RIVI Women Pink Regular Fit Solid Regular Trousers,2350,Pink,RIVI,,
15166524,Global Desi Women White Solid Tapered Fit Regular Trousers,1399,White,Global Desi,5,4
13352132,Global Desi Women Black Regular Fit Solid Parallel Trousers,1399,Black,Global Desi,,
14608848,Soch Women Off White Regular Trousers,1398,Off White,Soch,,
17069146,Honey by Pantaloons Women Rose Pleated Parallel Trousers with Belt,1399,Rose,Honey by Pantaloons,10,4.5
18925324,Saffron Threads Women Pack of 2 White & Beige Cotton Flax Trousers,2599,White,Saffron Threads,,
15045314,20Dresses Women Maroon Flared High-Rise Parallel Trousers,1995,Maroon,20Dresses,4,5
17393982,Fabindia Women Purple Ethnic Motifs Printed Tapered Fit Cotton Linen Trousers,1290,Purple,Fabindia,,
18259464,MANGO Women Black Solid Trousers with Front Slit,3590,Black,MANGO,,
18693260,LC Waikiki Women Black Solid Straight Fit Pleated Trousers,1499,Black,LC Waikiki,,
18259176,MANGO Women Mustard Yellow Solid Culottes Trousers,3590,Mustard,MANGO,,
12917528,Kazo Women Black Loose Fit Striped Cropped Peg Trousers,2490,Black,Kazo,11,3.727272727
15283052,SHECZZAR Women Brown Trousers,1399,Brown,SHECZZAR,,
18259474,MANGO Women Black Floral Printed Trousers,3590,Black,MANGO,,
14659234,ROOTED Women Pink Solid Trousers,2499,Pink,ROOTED,,
19041150,DressBerry Women Green Cotton High-Rise Joggers Trousers,1999,Green,DressBerry,,
13352144,Global Desi Women White Regular Fit Solid Parallel Trousers with Side Stripe,2699,White,Global Desi,,
13908988,FOSH Women Peach-Coloured Regular Fit Solid Regular Trousers,1899,Peach,FOSH,,
14270062,Global Desi Women Mint Green Solid Straight Fit Regular Trousers,1599,Green,Global Desi,,
14829252,Westwood Women Black Skinny Fit Trousers,1899,Black,Westwood,3,5
15176096,RIVI Women Black Pure Cotton Trousers,2500,Black,RIVI,,
16489518,DeFacto Women Beige Animal Printed Cigarette Trousers,2299,Beige,DeFacto,,
17076814,RIVI Women Black Cigarette Crop Trousers,2500,Black,RIVI,,
17673426,People Women Black Skinny Fit Trousers,1099,Black,People,3,4.666666667
19041106,DressBerry Women Pink High-Rise Joggers Trousers,2299,Pink,DressBerry,,
19398118,theRebelinme Women Plus size Beige Smart Straight Fit High-Rise Trousers,3600,Beige,theRebelinme,,
14063290,AURELIA Women Grey Solid Cotton Regular Trousers,999,Grey,AURELIA,28,3.892857143
12958734,Harpa Women Mustard Yellow & White Smart Regular Fit Striped Trousers,1999,Mustard,Harpa,,
17081848,GRACIT Women Pack Of 2 Maroon & Navy Blue Loose Fit Trousers,2498,Maroon,GRACIT,,
17191490,Go Colors Women Navy Blue Trousers,999,Navy Blue,Go Colors,,
17550368,Biba Women White Straight Fit Trousers,999,White,Biba,,
17729400,Athena Women Pretty Pink Floral Graduated Flared Trousers,2499,Pink,Athena,,
17833558,Vero Moda Women Rose Pink Pleated Trousers,2499,Rose,Vero Moda,,
17423566,Ginger by Lifestyle Women Pink Joggers Trousers,999,Pink,Ginger by Lifestyle,,
17684336,Melange by Lifestyle Women Beige Pleated Trousers,999,Beige,Melange by Lifestyle,,
17884760,PATRORNA Women Black Plus Size Culottes Trousers,2499,Black,PATRORNA,6,1.666666667
18258784,RIVI Women Green Cropped Paper Bag Knot Tapered Fit Cotton Trousers,1999,Green,RIVI,,
18362906,RANGMANCH BY PANTALOONS Women White Culottes Trousers,899,White,RANGMANCH BY PANTALOONS,,
18362910,RANGMANCH BY PANTALOONS Women Off White Culottes Trousers,899,Off White,RANGMANCH BY PANTALOONS,,
18636426,Melange by Lifestyle Women White Relaxed High-Rise Trousers,899,White,Melange by Lifestyle,,
17189526,Clora Creation Women Beige Smart Pleated Silk Trousers,1299,Beige,Clora Creation,2,3
14881240,ZOLA Women Off White Lucknowi Chikankari Culottes Pants,1399,Off White,ZOLA,13,4.076923077
18226442,plusS Women Classic White Solid Trousers,2399,White,plusS,,
11054556,Miss Chase Women Black Regular Fit Denim Cropped Joggers,2199,Black,Miss Chase,83,3.662650602
14027012,Oxolloxo Women Multicoloured Regular Fit Animal Printed Regular Trousers,2199,Multi,Oxolloxo,7,5
13573226,Go Colors Women Beige Regular Fit Solid Regular Trousers,799,Beige,Go Colors,10,4
14099278,Jaipur Kurti Women Mustard Regular Fit Solid Regular Trousers,1599,Mustard,Jaipur Kurti,11,4.090909091
13573220,Go Colors Women Navy Blue Tapered Fit Solid Regular Trousers,799,Navy Blue,Go Colors,8,3.75
15427700,Oxolloxo Women Blue Parallel Trousers,2299,Blue,Oxolloxo,,
15900674,RANGMANCH BY PANTALOONS Women Red Peg Trousers,799,Red,RANGMANCH BY PANTALOONS,5,4.2
15918534,High Star Women Green Straight High-Rise Pure Cotton Cropped Trousers,1999,Green,High Star,5,3.4
15048580,RANGMANCH BY PANTALOONS Women Beige Culottes Trousers,799,Beige,RANGMANCH BY PANTALOONS,,
12775456,Athena Women Orange Relaxed Loose Fit Solid Joggers,1799,Orange,Athena,82,4.256097561
16671034,Oxolloxo Women Blue Pleated Joggers Trousers,2699,Blue,Oxolloxo,,
16158558,Oxolloxo Women Teal Green Trousers,2299,Teal,Oxolloxo,,
15918542,High Star Women Grey Straight Fit High-Rise Pleated Trousers,1999,Grey,High Star,,
15640198,elleven Women Yellow Loose Fit Culottes Trousers,1299,Yellow,elleven,2,5
15918540,High Star Women Brown Straight Fit High-Rise Pleated Trousers,1999,Brown,High Star,,
16007282,AKKRITI BY PANTALOONS Women Red Ethnic Motifs Printed Parallel Trousers,1299,Red,AKKRITI BY PANTALOONS,,
11421530,Ginni Arora Label Women Red Slim Fit Solid Regular Trousers,1199,Red,Ginni Arora Label,4,4.5
15327438,Annabelle by Pantaloons Women Grey Slim Fit Trousers,1499,Grey,Annabelle by Pantaloons,,
10897434,High Star Women Blue Solid Flared Trousers with Side Stripe Detail,999,Blue,High Star,98,3.989795918
14099268,Jaipur Kurti Women Beige Regular Fit Solid Regular Trousers,1599,Beige,Jaipur Kurti,27,4.074074074
17266434,Orchid Blues Women Beige Textured Tapered Fit High-Rise Cotton Trousers,1799,Beige,Orchid Blues,,
19235426,Oxolloxo Women Green Floral Printed Trousers,1749,Green,Oxolloxo,,
19187176,Lokatita Women Black Comfort Tapered Fit Trousers,1999,Black,Lokatita,,
13071980,STREET 9 Women Yellow Regular Fit Printed Joggers,2099,Yellow,STREET 9,26,4.230769231
19187172,Lokatita Women White Comfort Tapered Fit Trousers,1999,White,Lokatita,,
13489646,PINKSKY Women Blue & White Smart Slim Fit Printed Cropped Cigarette Trousers,2280,Blue,PINKSKY,,
15918532,High Star Women Rust Orange Mom Fit Cotton Trousers,2299,Rust,High Star,,
13071994,STREET 9 Women Blue Regular Fit Solid Joggers,2099,Blue,STREET 9,49,4.285714286
13071970,STREET 9 Women Green Solid Cargo Joggers,2099,Green,STREET 9,53,4.603773585
18997224,IRIDAA JAIPUR Women Pink Cotton Flax Solid Straight Trouser,1699,Pink,IRIDAA JAIPUR,,
13740956,Oxolloxo Women Pink Regular Fit Solid Peg Trousers,1899,Pink,Oxolloxo,7,3.571428571
13790886,PINKSKY Women White & Navy Blue Smart Slim Fit Checked Sustainable Cropped Trousers,2280,White,PINKSKY,3,2
18544488,TAG 7 Women Black Smart Jodhpuris Trousers,1999,Black,TAG 7,,
19273916,Kotty Women Peach-Coloured Floral Printed Relaxed High-Rise Trousers,1999,Peach,Kotty,,
19273926,Kotty Women Purple Floral Printed Relaxed High-Rise Easy Wash Trousers,1999,Purple,Kotty,,
17393918,Fabindia Women Beige & Brown Ajrakh Printed Cropped Cotton Trousers,1499,Beige,Fabindia,,
17167788,W Women Black Loose Fit Pleated Trousers,1499,Black,W,,
18143342,STREET 9 Women Fuchsia Floral Trousers,2299,Fuchsia,STREET 9,,
14650626,Aprique FAB Women Navy Blue Regular Fit Solid Trousers,1499,Navy Blue,Aprique FAB,14,4.714285714
16350440,Enchanted Drapes Women Orange Printed Pure Cotton Trousers,1300,Orange,Enchanted Drapes,,
16350330,Enchanted Drapes Women Pink Solid Trousers,1300,Pink,Enchanted Drapes,,
14666376,Aprique FAB Women Mustard Yellow Cotton Trousers,1499,Mustard,Aprique FAB,,
15639712,NEUDIS Women Navy Blue Smart Bootcut Trousers With Side Slits,1999,Navy Blue,NEUDIS,,
6539733,Sera Women Maroon Solid Cropped Regular Trousers,1594,Maroon,Sera,12,3.333333333
6705745,RARE Women Maroon Original Regular Fit Striped Parallel Trousers,1599,Maroon,RARE,12,4.25
10438284,RIVI Women Navy Blue Relaxed Fit Solid Regular Trousers with Lace Inserts,3250,Navy Blue,RIVI,4,4.25
13738666,STREET 9 Women Olive Green & Black Regular Fit Printed Joggers,2099,Olive,STREET 9,31,4.161290323
15000506,YASH GALLERY Women Mustard Yellow & Black Striped Pleated Peg Trousers,2839,Mustard,YASH GALLERY,,
15332252,Just Wow Women Navy Blue Loose Fit Pleated Trousers,1398,Navy Blue,Just Wow,5,2
17085632,Melange by Lifestyle Women Beige Cotton Trousers,899,Beige,Melange by Lifestyle,,
17511664,SASSAFRAS Women Pretty Pink Solid Y2K Cargo Trousers,1799,Pink,SASSAFRAS,9,3.333333333
12105266,Sangria Women Beige & Navy Blue Regular Fit Printed Trousers,1299,Beige,Sangria,152,4.065789474
18637122,KASSUALLY Women Mustard Yellow Joggers Trousers,1599,Mustard,KASSUALLY,,
12774646,Myshka Women Pink & Green Striped Regular Fit Culottes,1399,Pink,Myshka,31,3.451612903
18198428,Popwings Women Camel Brown Bootcut Smart Trousers,1299,Camel Brown,Popwings,,
16949176,EVERDION Women Green Flared High-Rise Yoga Trousers,1399,Green,EVERDION,14,4.285714286
7272029,Nayo Women Red Regular Fit Solid Dhoti Pants,1499,Red,Nayo,,
19366290,Honey by Pantaloons Women Brown High-Rise Trousers,1299,Brown,Honey by Pantaloons,,
18929508,Popwings Women Black Smart Non Iron Bootcut Trousers,1299,Black,Popwings,,
18303000,Popwings Women Rust Relaxed Easy Wash Trousers,1299,Rust,Popwings,5,3.6
19301488,Popwings Women Gold-Toned Relaxed Easy Wash Trousers,1299,Gold,Popwings,,
19110724,Popwings Women Coffee Brown Printed Relaxed Easy Wash Trousers,1299,Coffee Brown,Popwings,,
16856174,GRACIT Women Grey Joggers Trousers,1449,Grey,GRACIT,,
15078986,Biba Women Peach-Coloured Trousers,999,Peach,Biba,,
14944516,IMARA Women Black Striped Trousers,999,Black,IMARA,12,4.25
15755846,TAG 7 Women Blue Straight Fit Trousers,1999,Blue,TAG 7,4,2.25
15834064,SWAGG INDIA Women Peach-Coloured Ethnic Motifs Embroidered Pleated Trousers,1999,Peach,SWAGG INDIA,,
16635846,De Moza Women Navy Blue Printed Trousers,999,Navy Blue,De Moza,,
15834062,SWAGG INDIA Women Black Ethnic Motifs Embroidered Pleated Trousers,1999,Black,SWAGG INDIA,,
17903922,Aawari Women Red Floral Printed High-Rise Trousers,899,Red,Aawari,,
18891620,The Label Bar Women Yellow Floral Printed Relaxed High-Rise Trousers,999,Yellow,The Label Bar,,
1986896,Indibelle Turquoise Blue Peg Leg Slim Fit Peg Trousers,1199,Turquoise Blue,Indibelle,88,3.613636364
10897426,High Star Women Blue Flared Solid Regular Trousers,999,Blue,High Star,51,3.68627451
10888848,Marie Claire Women Maroon Comfort Fit Solid Regular Trousers,1899,Maroon,Marie Claire,,
11043376,Deewa Women Green Straight Fit Solid Regular Trousers,1199,Green,Deewa,9,3.888888889
10978438,Popnetic Women White & Pink Loose Fit Striped Layered Parallel Trousers,2199,White,Popnetic,7,4.142857143
11088900,Jompers Women Yellow Smart Slim Fit Solid Cigarette Trousers,999,Yellow,Jompers,20,3.75
11023146,RARE Women White & Blue Regular Fit Striped Parallel Trousers,2099,White,RARE,,
11040098,Oxolloxo Women Blue Regular Fit Solid Peg Trousers,1499,Blue,Oxolloxo,7,4
11035084,FableStreet Women Black Slim Fit Solid Cigarette Trousers,2795,Black,FableStreet,19,4.105263158
11088910,Jompers Women Mustard Yellow Smart Slim Fit Solid Regular Trousers,1249,Mustard,Jompers,,
11217974,DOLCE CRUDO Women Blue Regular Fit Solid Joggers,2549,Blue,DOLCE CRUDO,19,3.947368421
12017042,ROOTED Women Blue Regular Fit Solid Parallel Trousers,2499,Blue,ROOTED,,
12034038,Desi Weavess Women Yellow & Green Regular Fit Printed Parallel Trousers,1299,Yellow,Desi Weavess,,
11902964,Divena Women Navy Blue Slim Fit Solid Cropped Trousers,1399,Navy Blue,Divena,9,3.666666667
12294280,Athena Women Red & Black Skinny Fit Printed Regular Trousers,1799,Red,Athena,,
12309374,RIVI Women Blue Regular Fit Solid Regular Trousers,2350,Blue,RIVI,,
12017030,ROOTED Women Orange Regular Fit Solid Parallel Trousers,2999,Orange,ROOTED,,
11933088,U.S. Polo Assn. Women Women Blue & White Regular Fit Striped Parallel Trousers,2399,Blue,U.S. Polo Assn. Women,,
12294276,Athena Women Fuchsia & Black Colourblocked Skinny Fit Regular Trousers,1799,Fuchsia,Athena,5,4
12400488,Myshka Women Black & White Regular Fit Checked Cropped Trousers,1299,Black,Myshka,24,3.75
12309376,RIVI Women Red Regular Fit Solid Regular Trousers,2500,Red,RIVI,,
12958726,Harpa Women Navy Blue Smart Regular Fit Solid Culottes,2099,Navy Blue,Harpa,,
12942522,FableStreet Women Bronze-Toned Flared Solid Parallel Trousers,2795,Bronze,FableStreet,,
12958716,Harpa Women Navy Blue Smart Regular Fit Solid Regular Trousers,1999,Navy Blue,Harpa,,
12958730,Harpa Women Pink Smart Solid Regular Trousers,1999,Pink,Harpa,,
12958728,Harpa Women Black Smart Regular Fit Solid Regular Trousers,1999,Black,Harpa,,
13088792,Amydus Women Plus Size Brown & Black Scarf Print Flared Trousers,2499,Brown,Amydus,,
12996976,FableStreet Women Mustard Yellow & Navy Blue Flared Checked Parallel Trousers,2595,Mustard,FableStreet,,
13010324,FableStreet Women Rust Orange Regular Fit Solid Parallel Trousers,2595,Rust,FableStreet,,
13071974,STREET 9 Women Orange & Black Regular Fit Printed Cargos,2099,Orange,STREET 9,24,4.083333333
13110494,Van Heusen Woman Maroon Checked Pleated Peg Trousers,2499,Maroon,Van Heusen Woman,,
18334964,Shae by SASSAFRAS Women Stunning Black Ethnic Motifs Pleated Form Trousers,1699,Black,Shae by SASSAFRAS,,
13547382,Allen Solly Tribe Women Olive Green & Black Regular Fit Printed Joggers,1799,Olive,Allen Solly Tribe,13,4.769230769
11433782,W Women Beige Regular Fit Solid Parallel Trousers,1699,Beige,W,26,4.384615385
13490878,Oxolloxo Women Maroon Regular Fit Printed Regular Trousers,1899,Maroon,Oxolloxo,12,4.583333333
13459736,Go Colors Women Coral Tapered Fit Solid Regular Trousers,799,Coral,Go Colors,6,4.333333333
13489602,PINKSKY Women Black Smart Slim Self Design Sustainable Handloom Cropped Cigarette Trousers,2280,Black,PINKSKY,,
13618164,FableStreet Women Black & White Loose Fit Solid Parallel Trousers,2695,Black,FableStreet,,
13602838,ROOTED Women Pink Regular Fit Solid Parallel Trousers,2999,Pink,ROOTED,,
13855482,RANGMANCH BY PANTALOONS Women Black Regular Fit Solid Cigarette Trousers,999,Black,RANGMANCH BY PANTALOONS,13,4.846153846
13650612,ROOTED Women Blue Slim Fit Solid Regular Trousers,2499,Blue,ROOTED,,
13945278,Beverly Hills Polo Club Women Blue & White Regular Fit Striped Parallel Trousers,3499,Blue,Beverly Hills Polo Club,,
13981424,V&M Women Rust Smart Regular Fit Solid Regular Trousers,1899,Rust,V&M,3,4.333333333
13953552,Soch Women Orange Tapered Fit Solid Regular Trousers,1298,Orange,Soch,,
13923966,DODO & MOA Women Maroon Regular Fit Solid Parallel Trousers,2190,Maroon,DODO & MOA,,
13995378,Revolution Plus Size Women Charcoal Grey Stretchable Relaxed Fit Parallel Trousers,2500,Charcoal,Revolution,4,4
14016860,Label Ritu Kumar Women Black Solid Regular Trousers,3500,Black,Label Ritu Kumar,,
14021996,Fabriko Women Black Regular Fit Solid Cigarette Trousers,1999,Black,Fabriko,,
14021998,Fabriko Women Peach-Coloured Regular Fit Solid Regular Trousers,1999,Peach,Fabriko,,
14027022,Oxolloxo Women Multicoloured Regular Fit Abstract Printed Regular Trousers,2499,Multi,Oxolloxo,6,3.666666667
14075224,RIVI Women Blue Slim Fit Solid Cotton Peg Trousers,1799,Blue,RIVI,,
14608846,Soch Women Off White Regular Trousers,1498,Off White,Soch,5,4
14608826,Soch Women Off White Regular Trousers,1498,Off White,Soch,5,3
14487114,SASSAFRAS Women Olive Brown Solid Wide Leg Culottes,1599,Olive,SASSAFRAS,19,3.842105263
14495856,DEEBACO Women Grey Parallel Trousers,2499,Grey,DEEBACO,5,3.2
14514992,RIVI Women Blue Regular Trousers,2250,Blue,RIVI,,
14514990,RIVI Women Burgundy Slim Fit Regular Trousers,2350,Burgundy,RIVI,,
14499490,RIVI Women Black Regular Trousers,2350,Black,RIVI,,
14581170,ROOTED Women Blue Cropped Regular Trousers,2499,Blue,ROOTED,,
14608838,Soch Women Beige Solid Crepe Regular Trousers,1298,Beige,Soch,,
14628256,OTORVA Women Multicoloured Striped Straight Fit Parallel Trousers,2799,Multi,OTORVA,,
15000504,YASH GALLERY Women Coffee Brown & Red Printed Peg Trousers,2839,Coffee Brown,YASH GALLERY,,
14881230,ZOLA Women Grey Ethnic Motifs Embroidered Parallel Trousers,1399,Grey,ZOLA,,
15000502,YASH GALLERY Women Black & Biege Printed Pleated Peg Trousers,2839,Black,YASH GALLERY,,
15026996,Clora Creation Women Green Trousers,1099,Green,Clora Creation,,
14850438,Soch Women Black Trousers,1298,Black,Soch,,
12350158,RANGMANCH BY PANTALOONS Women Blue Regular Fit Printed Cigarette Trousers,899,Blue,RANGMANCH BY PANTALOONS,19,3.894736842
1901152,SASSAFRAS Women Grey Solid Semi-Sheer Trousers,899,Grey,SASSAFRAS,36,2.694444444
15145746,Ira Soleil Women Blue Mid Rise Bootcut Trousers,1499,Blue,Ira Soleil,,
15133464,Kotty Women Yellow Loose Fit High-Rise Parallel Trousers,1999,Yellow,Kotty,,
15094512,max Women Mustard Yellow Loose Fit Pleated Parallel Trousers,799,Mustard,max,,
15458288,RANGMANCH BY PANTALOONS Women Pink Trousers,799,Pink,RANGMANCH BY PANTALOONS,,
15599728,RIVI Women Blue Slim Fit Easy Wash Cigerette Trousers,1500,Blue,RIVI,,
15533684,Myshka Women Taupe Trousers,1999,Taupe,Myshka,,
15501782,R26 Women White Floral Printed Trousers,3200,White,R26,,
15501766,R26 Women Orange Floral Printed Loose Fit Trousers,3800,Orange,R26,,
15561882,Oxolloxo Women Black Printed Pleated Trousers,2599,Black,Oxolloxo,,
15561270,People Women Olive Green Skinny Fit High-Rise Trousers,999,Olive,People,,
15580008,R26 Women Grey & Blue Striped Slim Fit Trousers,2800,Grey,R26,,
15569584,max Women Charcoal Grey Printed Loose Fit Culottes Trousers,899,Charcoal,max,,
15616456,AMERICAN EAGLE OUTFITTERS Women Blue Striped Parallel Trousers,3499,Blue,AMERICAN EAGLE OUTFITTERS,,
15812642,SQew Women Blue & White Checked Slim Fit Cotton Cigarette Trousers,2750,Blue,SQew,,
15743342,PINKSKY Women Black Embroidered Smart Slim Fit Trousers,3850,Black,PINKSKY,,
15743324,PINKSKY Women Blue Embroidered Smart Slim Fit Chambray Trousers,3850,Blue,PINKSKY,,
15743322,PINKSKY Women Grey Smart Slim Fit Trousers,3850,Grey,PINKSKY,,
15743320,PINKSKY Women Black Embroidered Smart Slim Fit Trousers,3850,Black,PINKSKY,,
15792282,ewoke Women White Flared Parallel Trousers,3500,White,ewoke,,
15792034,TAG 7 Women Blue Striped Straight Fit Trousers,1999,Blue,TAG 7,,
15766290,Pepe Jeans Women Blue Pure Cotton Trousers,2799,Blue,Pepe Jeans,,
15727440,GRASS by Gitika Goyal Women Maroon Loose Fit Culottes Trousers,2399,Maroon,GRASS by Gitika Goyal,,
15727438,GRASS by Gitika Goyal Women Navy Blue Pleated Pure Cotton Culottes,2399,Navy Blue,GRASS by Gitika Goyal,,
15972690,GRASS by Gitika Goyal Women Brown Pure Cotton Cocoon Trousers,2199,Brown,GRASS by Gitika Goyal,,
16007304,RANGMANCH BY PANTALOONS Women Pure Cotton Black Solid Culottes Trousers,999,Black,RANGMANCH BY PANTALOONS,5,4.2
15972664,GRASS by Gitika Goyal Women Green Loose Fit Pleated Trousers,2399,Green,GRASS by Gitika Goyal,,
16007274,AKKRITI BY PANTALOONS Women Mustard Yellow Pleated Parallel Trousers,1299,Mustard,AKKRITI BY PANTALOONS,,
15972698,GRASS by Gitika Goyal Women Purple Cotton Pleated Trousers,1999,Purple,GRASS by Gitika Goyal,,
15972666,GRASS by Gitika Goyal Women Green Trousers,1999,Green,GRASS by Gitika Goyal,,
